"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle","TemporalBaseline","PerpendicularBaseline","relativeBurstID","absoluteBurstID","fullBurstID","burstIndex","azimuthTime","azimuthAnxTime","samplesPerBurst","subswath"
"S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","11143","46","468","2016-05-06T20:43:02.380139Z","2016-05-06T20:42:35.421518Z","SLC","2016-05-06T20:42:35.421518Z","2016-05-06T20:43:02.380139Z","37.1215","140.0467","37.725296","141.64621","38.121555","138.801926","36.103771","141.253601","36.501499","138.471909","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6.zip","2371.516242980957","None","None","0","S1A_IWSV_0470_0475_011143_046","","-2640","-21"
"S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10793","46","468","2016-04-12T20:43:01.376218Z","2016-04-12T20:42:34.415541Z","SLC","2016-04-12T20:42:34.415541Z","2016-04-12T20:43:01.376218Z","37.1219","140.0476","37.725727","141.647141","38.122036","138.802994","36.10408","141.25444","36.501858","138.472885","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D.zip","2347.755602836609","None","None","0","S1A_IWSV_0469_0474_010793_046","","-2664","-107"
"S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10443","46","468","2016-03-19T20:43:00.557532Z","2016-03-19T20:42:33.600966Z","SLC","2016-03-19T20:42:33.600966Z","2016-03-19T20:43:00.557532Z","37.1211","140.0465","37.724888","141.645981","38.121147","138.801834","36.103485","141.253372","36.501213","138.471802","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7.zip","2373.50479888916","None","None","0","S1A_IWSV_0469_0474_010443_046","","-2688","-34"
"S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10093","46","468","2016-02-24T20:43:00.048583Z","2016-02-24T20:42:33.087906Z","SLC","2016-02-24T20:42:33.087906Z","2016-02-24T20:43:00.048583Z","37.1207","140.0468","37.724537","141.646378","38.120819","138.802063","36.102901","141.253708","36.500648","138.471985","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90.zip","2328.550699234009","None","None","0","S1A_IWSV_0469_0474_010093_046","","-2712","-20"
"S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9743","46","468","2016-01-31T20:43:00.378727Z","2016-01-31T20:42:33.428328Z","SLC","2016-01-31T20:42:33.428328Z","2016-01-31T20:43:00.378727Z","37.1209","140.0483","37.724442","141.647903","38.1208","138.803391","36.103439","141.255325","36.501263","138.473404","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342.zip","2349.558511734009","None","None","0","S1A_IWSV_0469_0474_009743_046","","-2736","-86"
"S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","9043","46","468","2015-12-14T20:43:01.906058Z","2015-12-14T20:42:34.949493Z","SLC","2015-12-14T20:42:34.949493Z","2015-12-14T20:43:01.906058Z","37.1212","140.0473","37.724907","141.647079","38.121258","138.802429","36.103542","141.254425","36.501354","138.472382","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280.zip","2373.326219558716","None","None","0","S1A_IWSV_0469_0474_009043_046","","-2784","16"
"S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8693","46","468","2015-11-20T20:43:02.768685Z","2015-11-20T20:42:35.810064Z","SLC","2015-11-20T20:42:35.810064Z","2015-11-20T20:43:02.768685Z","37.1206","140.0476","37.724411","141.647141","38.120739","138.802856","36.102917","141.25444","36.50071","138.472763","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F.zip","2409.9632320404053","None","None","0","S1A_IWSV_0470_0475_008693_046","","-2808","-74"
"S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8343","46","470","2015-10-27T20:43:08.560380Z","2015-10-27T20:42:41.595593Z","SLC","2015-10-27T20:42:41.595593Z","2015-10-27T20:43:08.560380Z","36.7892","139.9738","37.393242","141.566437","37.789845","138.734894","35.771156","141.175491","36.169281","138.405548","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578.zip","2408.6840629577637","None","None","0","S1A_IWSV_0471_0476_008343_046","","-2832","-20"
"S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7993","46","470","2015-10-03T20:43:08.615909Z","2015-10-03T20:42:41.653177Z","SLC","2015-10-03T20:42:41.653177Z","2015-10-03T20:43:08.615909Z","36.7882","139.9739","37.392151","141.566437","37.788815","138.735077","35.770187","141.175461","36.168373","138.405701","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032.zip","2397.3144664764404","None","None","0","S1A_IWSV_0471_0476_007993_046","","-2856","-78"
"S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7643","46","470","2015-09-09T20:43:08.050765Z","2015-09-09T20:42:41.092144Z","SLC","2015-09-09T20:42:41.092144Z","2015-09-09T20:43:08.050765Z","36.7889","139.9733","37.392735","141.56572","37.789333","138.734512","35.771004","141.174835","36.169128","138.405212","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E.zip","2437.240731239319","None","None","0","S1A_IWSV_0471_0476_007643_046","","-2880","-61"
