Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SSV_20150723T204238_20150723T204305_006943_00965B_1193,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150723T204238_20150723T204305_006943_00965B_1193.zip,S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E.zip,13,48
S1A_IW_SLC__1SSV_20150816T204240_20150816T204307_007293_00A009_AA94,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150816T204240_20150816T204307_007293_00A009_AA94.zip,S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E.zip,13,24
S1A_IW_SLC__1SSV_20150816T204240_20150816T204307_007293_00A009_AA94,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150816T204240_20150816T204307_007293_00A009_AA94.zip,S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032.zip,30,48
S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E.zip,S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032.zip,17,24
S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20150909T204241_20150909T204308_007643_00A994_096E.zip,S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578.zip,41,48
S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032.zip,S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578.zip,58,24
S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151003T204241_20151003T204308_007993_00B2ED_F032.zip,S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F.zip,4,48
S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578.zip,S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F.zip,54,24
S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151027T204241_20151027T204308_008343_00BC63_0578.zip,S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280.zip,36,48
S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151120T204235_20151120T204302_008693_00C5E2_0E2F.zip,S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280.zip,90,24
S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20151214T204234_20151214T204301_009043_00CFA2_3280.zip,S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342.zip,102,48
S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342.zip,S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90.zip,66,24
S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160131T204233_20160131T204300_009743_00E3C6_3342.zip,S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7.zip,52,48
S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90.zip,S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7.zip,14,24
S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160224T204233_20160224T204300_010093_00EDFA_5C90.zip,S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D.zip,87,48
S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7.zip,S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D.zip,73,24
S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160319T204233_20160319T204300_010443_00F7DD_B9D7.zip,S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6.zip,13,48
S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D.zip,S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6.zip,86,24
S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D.zip,S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C.zip,36,48
S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160412T204234_20160412T204301_010793_01021D_C39D.zip,S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692.zip,31,48
S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6.zip,S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C.zip,50,24
S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160506T204235_20160506T204302_011143_010CF4_EFD6.zip,S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692.zip,55,24
S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C.zip,S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED.zip,31,48
S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204258_20160530T204326_011493_011855_5C9C.zip,S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD.zip,8,48
S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692.zip,S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED.zip,36,48
S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160530T204234_20160530T204300_011493_011855_9692.zip,S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD.zip,3,48
S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED.zip,S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384.zip,99,24
S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED.zip,S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6.zip,140,24
S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED.zip,S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,35,48
S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204301_20160717T204329_012193_012EAD_8FED.zip,S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,77,48
S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD.zip,S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384.zip,60,24
S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD.zip,S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6.zip,101,24
S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD.zip,S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,4,48
S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160717T204236_20160717T204303_012193_012EAD_21FD.zip,S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,38,48
S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384.zip,S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,64,24
S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384.zip,S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,22,24
S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384.zip,S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,144,48
S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204302_20160810T204330_012543_013A37_C384.zip,S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,144,48
S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6.zip,S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,105,24
S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6.zip,S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,63,24
S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6.zip,S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,185,48
S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160810T204237_20160810T204304_012543_013A37_06D6.zip,S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,185,48
S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,80,24
S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,80,24
S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2.zip,7,48
S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204303_20160903T204331_012893_0145F1_FC65.zip,S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF.zip,8,48
S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,122,24
S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,122,24
S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2.zip,35,48
S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T204239_20160903T204306_012893_0145F1_C109.zip,S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF.zip,34,48
S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2.zip,87,24
S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF.zip,88,24
S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,S1A_IW_SLC__1SSV_20161114T204304_20161114T204332_013943_01673B_6526,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161114T204304_20161114T204332_013943_01673B_6526.zip,2,48
S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204304_20160927T204332_013243_01514E_A33A.zip,S1A_IW_SLC__1SSV_20161114T204239_20161114T204306_013943_01673B_EF81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161114T204239_20161114T204306_013943_01673B_EF81.zip,1,48
S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2.zip,87,24
S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204239_20161021T204306_013593_015C54_D4AF.zip,88,24
S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,S1A_IW_SLC__1SSV_20161114T204304_20161114T204332_013943_01673B_6526,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161114T204304_20161114T204332_013943_01673B_6526.zip,2,48
S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160927T204240_20160927T204306_013243_01514E_16B3.zip,S1A_IW_SLC__1SSV_20161114T204239_20161114T204306_013943_01673B_EF81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161114T204239_20161114T204306_013943_01673B_EF81.zip,1,48
S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2.zip,S1A_IW_SLC__1SSV_20161114T204304_20161114T204332_013943_01673B_6526,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161114T204304_20161114T204332_013943_01673B_6526.zip,85,24
S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2.zip,S1A_IW_SLC__1SSV_20161114T204239_20161114T204306_013943_01673B_EF81,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161114T204239_20161114T204306_013943_01673B_EF81.zip,86,24
S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161021T204304_20161021T204332_013593_015C54_28A2.zip,S1A_IW_SLC__1SSV_20161208T204304_20161208T204331_014293_017219_0D73,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161208T204304_20161208T204331_014293_017219_0D73.zip,30,48
